"","id","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude","longitude","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name","place_county_name","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.canopy.symptoms","field.optional...did.the.tree.have.heat.damage","field.percent.canopy.affected....","field.dieback.percent","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...site.type","field.optional...site.location.description","field.optional...site.area.disturbance.level","field.optional...site.hydrology","field.optional...access.to.water","field.optional...slope.position","field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.","field.optional...timing.of.symptoms.estimate","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.optional...can.we.follow.up.with.you.","field.tree.number..from.google.map..if.applicable","field.notes","Percent.Dieback.Modified","user.estimated.dieback","field.dieback.prop","tree.size.simplified","binary.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","top.dieback","thinning"
"2054",113967781,"2022-04-27 18:34:38","2022-04-27","2022-04-28 01:34:38 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-30 21:12:22 UTC","2022-05-15 21:47:09 UTC","casual","","https://www.inaturalist.org/observations/113967781","https://static.inaturalist.org/photos/192493412/medium.jpeg",NA,"","Healthy. ",0,0,"true",2,"Multnomah, Portland, OR 97219, USA",45.4683833333,-122.7114555556,NA,"",NA,NA,NA,"","open","false","gps","gps","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","","Healthy, no dieback(0%)",0,"0",NA,"No","","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","","","","","","","","","","",0,"No",0,"Medium","Healthy","Healthy","Healthy","No","No"
"2055",113968293,"2022-04-27 19:26:12","2022-04-27","2022-04-28 02:26:12 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-30 21:13:40 UTC","2022-05-15 21:43:03 UTC","casual","","https://www.inaturalist.org/observations/113968293","https://static.inaturalist.org/photos/192494717/medium.jpeg",NA,"","Thinner canopies. ",0,0,"true",2,"Ashcreek, Portland, OR, USA",45.4661361111,-122.7517472222,NA,"",NA,NA,NA,"","open","false","gps","gps","Portland","Washington","Oregon","United States","Oregon","Washington","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",NA,"No","","","","","","","","","","","","","","Trees had thinner canopies, but not unhealthy. Both beside one another, basically merging into one tree.",0,"No",0,"","Healthy","Healthy","Healthy","No","No"
"2056",113974229,"2022-04-28 18:32:12","2022-04-28","2022-04-29 01:32:12 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-30 21:27:43 UTC","2022-05-15 21:38:21 UTC","casual","","https://www.inaturalist.org/observations/113974229","https://static.inaturalist.org/photos/192503189/medium.jpeg",NA,"","Multiple trees",0,0,"true",2,"SW Troy & 35th, Portland, OR 97219, USA",45.4682806149,-122.7135806903,NA,"",NA,NA,NA,"","open","false","gps","gps","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Yes (please include photo)","Healthy, no dieback(0%)",0,"0",NA,"No","","","","","","","","","","","","","","",0,"No",0,"","Healthy","Healthy","Healthy","No","No"
"2057",113975117,"2022-04-30 12:42:43","2022-04-30","2022-04-30 19:42:43 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-30 21:29:52 UTC","2022-05-15 21:35:29 UTC","casual","","https://www.inaturalist.org/observations/113975117","https://static.inaturalist.org/photos/192504550/medium.jpeg",NA,"","Two trees on the park blocks",0,0,"true",2,"Pearl District, Portland, OR, USA",45.5245083333,-122.6790527778,NA,"",NA,NA,NA,"","open","false","gps","gps","Portland","Multnomah","Oregon","United States","Oregon","Multnomah","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","Maybe","Healthy, no dieback(0%)",0,"0",NA,"No","","","","","","","","","","","","","","",0,"No",0,"","Healthy","Healthy","Healthy","No","No"
"2058",114005436,"2022-04-30 15:49:17","2022-04-30","2022-04-30 22:49:17 UTC","Pacific Time (US & Canada)",2785976,"alexis_mushroom","Alexis Evans","2022-04-30 22:51:43 UTC","2022-05-15 21:32:53 UTC","research","","https://www.inaturalist.org/observations/114005436","https://static.inaturalist.org/photos/192554954/medium.jpeg",NA,"","Thinning and yellowing on the top. ",1,0,"false",2,"Rock Creek, West Union, OR, USA",45.5659444444,-122.8942861111,NA,"",NA,NA,NA,"","open","false","gps","gps","","Washington","Oregon","United States","Oregon","Washington","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Yellowing Canopy","","1-29% of the canopy is unhealthy",1,"2-3",80,"Not sure","","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","","","","","","","","","","",1,"No",0.01,"Medium","Unhealthy","Other","Unhealthy","No","No"
"2059",114007570,"2022-04-30 15:42:16-07:00","2022-04-30","2022-04-30 22:42:16 UTC","Pacific Time (US & Canada)",4230019,"tracys29","Tracy S.","2022-04-30 22:59:00 UTC","2022-05-26 11:07:02 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/114007570","https://inaturalist-open-data.s3.amazonaws.com/photos/192558703/medium.jpg",NA,"","",2,0,"false",3,"Lake Fenwick Park, Kent, WA, US",47.3690960412,-122.2729868901,14,"",NA,NA,14,"","open","false","","","Kent City Limits","King","Washington","United States","Washington","King","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",NA,"Not sure","","Large (too big to wrap arms around trunk)","Suburban","Urban yard or open park grounds","Medium (moderately used trails, etc)","","Tree has access to water year round (watered in summer or near permanent water source)","","","","","Yes","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"2060",114319848,"2022-05-01 10:35:06","2022-05-01","2022-05-01 17:35:06 UTC","America/Vancouver",4018719,"rthomas10","Rebekah Thomas","2022-05-01 18:08:40 UTC","2022-06-08 18:48:57 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/114319848","https://inaturalist-open-data.s3.amazonaws.com/photos/193056956/medium.jpeg",NA,"","",1,0,"false",2,"Abbotsford, BC V2T 2G5, Canada",49.056758,-122.347318,NA,"",NA,NA,NA,"","open","false","gps","gps","","Fraser Valley","British Columbia","Canada","British Columbia","Fraser Valley","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2061",114422589,"2022-05-01 14:10:02","2022-05-01","2022-05-01 21:10:02 UTC","America/Vancouver",2823934,"outdoorobserver","Radu Scurtescu","2022-05-01 22:03:43 UTC","2022-05-03 02:10:12 UTC","research","","https://www.inaturalist.org/observations/114422589","https://static.inaturalist.org/photos/193219230/medium.jpeg",NA,"","",1,0,"false",2,"North Vancouver, BC V7G 2B9, Canada",49.320407,-122.9681415,NA,"",NA,NA,NA,"","open","false","gps","gps","","Greater Vancouver","British Columbia","Canada","British Columbia","Greater Vancouver","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"0",50,"Not sure","No selection","Small (can wrap hands around trunk)","Suburban","Roadside","Medium (moderately used trails, etc)","Upland or well drained","Tree may have occassional access to water in summer (watered by someone)","Area is flat (e.g. field)","Not sure","This is the first time I have seen this tree","10","No preference","","",0,"No",0,"Small","Healthy","Healthy","Healthy","No","No"
"2062",114538331,"2022-05-01 20:15:28","2022-05-01","2022-05-02 03:15:28 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-05-02 03:16:23 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/114538331","https://static.inaturalist.org/photos/193410732/medium.jpeg",NA,"","",1,0,"false",2,"Thornhill, BC V8G 3P8, Canada",54.5129715,-128.55749902,9,"",NA,NA,9,"","open","false","","","","Kitimat-Stikine","British Columbia","Canada","British Columbia","Kitimat-Stikine","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2063",114936624,"2022-05-02 16:16:11","2022-05-02","2022-05-02 23:16:11 UTC","America/Vancouver",4018719,"rthomas10","Rebekah Thomas","2022-05-02 23:51:05 UTC","2022-05-03 14:30:09 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/114936624","https://inaturalist-open-data.s3.amazonaws.com/photos/194028940/medium.jpeg",NA,"","",1,0,"false",2,"Abbotsford, BC V2T 5G4, Canada",49.051858,-122.3553833997,NA,"",NA,NA,NA,"","open","false","gps","gps","","Fraser Valley","British Columbia","Canada","British Columbia","Fraser Valley","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2064",114984943,"2022-05-02   11:17 am","2022-05-02","2022-05-02 18:17:00 UTC","Pacific Time (US & Canada)",654397,"bioed","","2022-05-03 01:57:21 UTC","2022-05-03 01:59:50 UTC","casual","CC-BY-NC","https://www.inaturalist.org/observations/114984943","https://inaturalist-open-data.s3.amazonaws.com/photos/194110577/medium.jpg",NA,"","Partially dead foliage
Coordnates N48.24752 / W117.3224",0,0,"false",NA,"Pend Oreille County",NA,NA,NA,"",NA,NA,NA,"","open","false","","","","","","","","","Western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Multiple Symptoms (please list in Notes)","Not Sure","30-59% of the canopy is unhealthy",30,"7-10",50,"No","No selection","No selection","No Selection","Roadside","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",30,"No",0.3,"No Selection","Unhealthy","Other","Unhealthy","No","No"
"2065",115253369,"2022-05-03 17:09:15","2022-05-03","2022-05-04 00:09:15 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-05-04 00:40:12 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/115253369","https://static.inaturalist.org/photos/194547416/medium.jpeg",NA,"","",1,0,"false",2,"Skeena-Queen Charlotte, CA-BC, CA",53.25649581,-132.01368941,19,"",NA,NA,19,"","open","false","","","","Skeena-Queen Charlotte","British Columbia","Canada","British Columbia","Skeena-Queen Charlotte","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2066",115257367,"2022-05-03 17:26:22","2022-05-03","2022-05-04 00:26:22 UTC","America/Vancouver",3860770,"jaahljuu","Jaahljuu","2022-05-04 01:02:50 UTC","2023-05-12 18:43:54 UTC","research","","https://www.inaturalist.org/observations/115257367","https://static.inaturalist.org/photos/194554653/medium.jpeg",NA,"","",1,0,"false",2,"Skeena-Queen Charlotte, CA-BC, CA",53.26059479,-132.00858939,4,"",NA,NA,4,"","open","false","","","","Skeena-Queen Charlotte","British Columbia","Canada","British Columbia","Skeena-Queen Charlotte","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2067",115263301,"2022-05-03 09:05:23","2022-05-03","2022-05-03 16:05:23 UTC","Pacific Time (US & Canada)",3194356,"dominicmoceri","Dominic Moceri","2022-05-04 01:35:29 UTC","2022-10-12 15:55:21 UTC","research","","https://www.inaturalist.org/observations/115263301","https://static.inaturalist.org/photos/194565315/medium.jpeg",NA,"","Healthy ",1,0,"false",2,"Lake Louise Rd at Gate 9, Sudden Valley, WA 98229, USA",48.7197260918,-122.354401052,12,"",NA,NA,12,"","open","false","","","","Whatcom","Washington","United States","Washington","Whatcom","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No selection","Healthy, no dieback(0%)",0,"0",NA,"Not sure","No selection","No selection","No Selection","No Selection","No Selection","No Selection","No selection","No selection","No selection","No selection","","No Selection","","",0,"No",0,"No Selection","Healthy","Healthy","Healthy","No","No"
"2068",115375167,"2022-05-04 08:18:27","2022-05-04","2022-05-04 15:18:27 UTC","Pacific Time (US & Canada)",259423,"johngrett","","2022-05-04 15:23:44 UTC","2022-12-13 22:48:01 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/115375167","https://inaturalist-open-data.s3.amazonaws.com/photos/198791111/medium.jpeg",NA,"","",1,0,"false",2,"Olympia, WA, USA",47.01613473,-122.85205385,8,"",NA,NA,8,"","open","false","","","","Thurston","Washington","United States","Washington","Thurston","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Old Dead Top (needles already gone)","Not Sure","30-59% of the canopy is unhealthy",30,"2-3",50,"Not sure","Evidence of soil compaction","Medium (can wrap arms around trunk)","Suburban","Urban yard or open park grounds","Medium (moderately used trails, etc)","Upland or well drained","Tree does not typically have access to water in summer","Middle of a slope","No","No selection","15","Yes","","on edge of access road",30,"No",0.3,"Medium","Unhealthy","Dead Top","Unhealthy","Yes","No"
"2069",115620713,"2022-05-05 13:12:01-07:00","2022-05-05","2022-05-05 20:12:01 UTC","Pacific Time (US & Canada)",4438793,"atompyrite","","2022-05-05 20:14:16 UTC","2022-05-24 01:19:47 UTC","casual","CC-BY-NC","https://www.inaturalist.org/observations/115620713","https://inaturalist-open-data.s3.amazonaws.com/photos/195135158/medium.jpg",NA,"","",1,0,"true",3,"Lake Chelan, Chelan, WA, US",47.8381666868,-120.0198335667,9,"",NA,NA,9,"","open","false","","","","Chelan","Washington","United States","Washington","Chelan","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Healthy","No","Healthy, no dieback(0%)",0,"2-3",5,"No","No selection","Large (too big to wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Other","Other (please describe in Notes)","Area is flat (e.g. field)","No selection","No selection","","","","",0,"No",0,"Large","Healthy","Healthy","Healthy","No","No"
"2070",115620911,"2022-05-05 13:14:56-07:00","2022-05-05","2022-05-05 20:14:56 UTC","Pacific Time (US & Canada)",4438793,"atompyrite","","2022-05-05 20:15:39 UTC","2022-08-24 21:26:56 UTC","casual","CC-BY-NC","https://www.inaturalist.org/observations/115620911","https://inaturalist-open-data.s3.amazonaws.com/photos/195135484/medium.jpg",NA,"","",0,0,"true",3,"S First St, Chelan, WA, US",47.8380931775,-120.0198432059,5,"",NA,NA,5,"","open","false","","","","Chelan","Washington","United States","Washington","Chelan","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Thinning Canopy","Maybe","1-29% of the canopy is unhealthy",1,"2-3",10,"Not sure","No selection","Medium (can wrap arms around trunk)","Urban","Urban yard or open park grounds","Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)","Other","Other (please describe in Notes)","Riverbank","Not sure","","","","","In park adjacent Lake Chelan.  A few other small cedars nearby that appear to be lightly thinning or affected by heat",1,"No",0.01,"Medium","Unhealthy","Thinning Canopy","Unhealthy","No","Yes"
"2071",116337060,"2022-03-25 15:17:13-07:00","2022-03-25","2022-03-25 22:17:13 UTC","Pacific Time (US & Canada)",5342987,"relentlessratking","","2022-05-09 21:42:11 UTC","2022-12-09 15:26:48 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/116337060","https://inaturalist-open-data.s3.amazonaws.com/photos/196368565/medium.jpg",NA,"","Dead western redcedar estimated diameter 22 inches",1,0,"false",3,"Anacortes, WA, US",48.4743856593,-122.619552333,9,"",NA,NA,9,"","open","false","","","","Skagit","Washington","United States","Washington","Skagit","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Tree is dead","No selection","tree is dead",100,"0",NA,"Not sure","No selection","Medium (can wrap arms around trunk)","Rural","Inside a forest canopy","Low - fairly natural, not much development","Upland or well drained","Not sure","Middle of a slope","Yes (please identify other species in notes)","This is the first time I have seen this tree","10","Yes","","",100,"No",1,"Medium","Unhealthy","Tree is Dead","Dead","No","No"
